,src1,src2,src3,src4,src5,src6,src7,src8,profile,ch,mass,quantile,sigma_v
175,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,W,100,0.05,4.9762475396912986e-24
176,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,W,100,0.32,7.156551707832782e-24
177,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,W,100,0.5,8.238639766631224e-24
178,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,W,100,0.68,9.446330119183557e-24
179,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,W,100,0.95,1.445168807928235e-23
180,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,W,200,0.05,7.567072068510641e-25
181,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,W,200,0.32,1.1155752485888327e-24
182,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,W,200,0.5,1.3154196308275617e-24
183,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,W,200,0.68,1.5472431180607126e-24
184,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,W,200,0.95,2.5716407484902795e-24
185,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,W,500,0.05,4.275749826240955e-25
186,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,W,500,0.32,6.555472305796622e-25
187,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,W,500,0.5,7.6832380968558225e-25
188,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,W,500,0.68,8.922491682895608e-25
189,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,W,500,0.95,1.3789303894438712e-24
190,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,W,1000,0.05,4.391786206848227e-25
191,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,W,1000,0.32,6.354630281829236e-25
192,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,W,1000,0.5,7.455539433479902e-25
193,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,W,1000,0.68,8.620055633751452e-25
194,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,W,1000,0.95,1.3900919271048575e-24
195,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,W,5000,0.05,5.931961243911315e-25
196,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,W,5000,0.32,9.100650932537103e-25
197,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,W,5000,0.5,1.0835036286353914e-24
198,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,W,5000,0.68,1.269166333915218e-24
199,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,W,5000,0.95,2.1206999456367704e-24
200,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,W,10000,0.05,8.303090419571956e-25
201,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,W,10000,0.32,1.2726036740604262e-24
202,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,W,10000,0.5,1.4943611417835942e-24
203,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,W,10000,0.68,1.769548606531939e-24
204,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,W,10000,0.95,2.883918321934139e-24
205,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,W,50000,0.05,3.072564865506905e-24
206,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,W,50000,0.32,4.522951061513411e-24
207,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,W,50000,0.5,5.4198820997248976e-24
208,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,W,50000,0.68,6.341213051969109e-24
209,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,W,50000,0.95,1.0158690691252764e-23
210,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,W,100000,0.05,5.306088255974308e-24
211,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,W,100000,0.32,8.286640832207575e-24
212,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,W,100000,0.5,9.927519309263606e-24
213,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,W,100000,0.68,1.1624894806285046e-23
214,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,W,100000,0.95,1.9863638898727846e-23
215,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,70,0.05,1.5735417524938809e-23
216,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,70,0.32,2.3549629621348252e-23
217,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,70,0.5,2.8096668105856163e-23
218,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,70,0.68,3.310282445414028e-23
219,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,70,0.95,5.0454571979587423e-23
220,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,100,0.05,5.2723744589597006e-24
221,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,100,0.32,7.758713835155895e-24
222,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,100,0.5,8.989595498519906e-24
223,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,100,0.68,1.0340811636871197e-23
224,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,100,0.95,1.6240257341215928e-23
225,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,200,0.05,1.4321704071803026e-24
226,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,200,0.32,2.0774902368111196e-24
227,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,200,0.5,2.4484512554013457e-24
228,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,200,0.68,2.8507993005773205e-24
229,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,200,0.95,4.4995556260117345e-24
230,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,500,0.05,6.295826060693063e-25
231,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,500,0.32,9.184875516426376e-25
232,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,500,0.5,1.1080831043761294e-24
233,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,500,0.68,1.3311569233190272e-24
234,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,500,0.95,2.1070654591077844e-24
235,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,1000,0.05,5.316622481710992e-25
236,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,1000,0.32,8.0812003515486805e-25
237,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,1000,0.5,9.510707861919344e-25
238,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,1000,0.68,1.0913317236274795e-24
239,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,1000,0.95,1.7589849714690992e-24
240,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,5000,0.05,8.560281028585231e-25
241,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,5000,0.32,1.2293093215770064e-24
242,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,5000,0.5,1.4617730020418292e-24
243,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,5000,0.68,1.6878588156808606e-24
244,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,5000,0.95,2.8095226862776552e-24
245,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,10000,0.05,1.086359800006406e-24
246,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,10000,0.32,1.6108769330445951e-24
247,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,10000,0.5,1.8927783573820987e-24
248,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,10000,0.68,2.267563227071814e-24
249,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,10000,0.95,3.8134118281779054e-24
250,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,50000,0.05,2.7120163924164536e-24
251,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,50000,0.32,4.123415628606238e-24
252,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,50000,0.5,4.8967733773538894e-24
253,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,50000,0.68,5.7973114188299356e-24
254,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,50000,0.95,9.510209143695119e-24
255,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,100000,0.05,4.569595309456953e-24
256,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,100000,0.32,6.972571217103683e-24
257,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,100000,0.5,8.263576337257978e-24
258,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,100000,0.68,9.77276902471151e-24
259,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,b,100000,0.95,1.6657175841964285e-23
260,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,70,0.05,9.153367760436989e-25
261,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,70,0.32,1.3566193047601355e-24
262,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,70,0.5,1.6103326153067211e-24
263,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,70,0.68,1.8768081718903344e-24
264,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,70,0.95,3.0894315678308893e-24
265,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,100,0.05,5.530241383834628e-25
266,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,100,0.32,8.248782443432641e-25
267,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,100,0.5,9.835518947608643e-25
268,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,100,0.68,1.1511647865621727e-24
269,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,100,0.95,1.927675509805616e-24
270,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,200,0.05,4.577154818545279e-25
271,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,200,0.32,7.297799026657891e-25
272,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,200,0.5,8.73457365749492e-25
273,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,200,0.68,1.0126402285975935e-24
274,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,200,0.95,1.606552308762286e-24
275,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,500,0.05,5.581533423338176e-25
276,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,500,0.32,8.472815726270425e-25
277,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,500,0.5,1.0174504709268531e-24
278,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,500,0.68,1.1868412754441231e-24
279,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,500,0.95,1.9841341329002465e-24
280,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,1000,0.05,6.445476223331546e-25
281,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,1000,0.32,1.0030218982814604e-24
282,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,1000,0.5,1.1986034769134116e-24
283,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,1000,0.68,1.427881996815456e-24
284,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,1000,0.95,2.3714252092113552e-24
285,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,5000,0.05,1.3866428567312154e-24
286,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,5000,0.32,2.10798523591555e-24
287,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,5000,0.5,2.5272464271599716e-24
288,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,5000,0.68,2.9885635333969143e-24
289,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,5000,0.95,5.0642001366453245e-24
290,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,10000,0.05,2.3718596911079483e-24
291,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,10000,0.32,3.6813433468012535e-24
292,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,10000,0.5,4.408760306672589e-24
293,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,10000,0.68,5.1888702014413725e-24
294,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,10000,0.95,8.956527997293215e-24
295,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,50000,0.05,1.4426661031176593e-23
296,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,50000,0.32,2.1614649957115402e-23
297,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,50000,0.5,2.642168352256916e-23
298,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,50000,0.68,3.170039837638378e-23
299,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,50000,0.95,5.462926269478015e-23
300,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,100000,0.05,3.835256672311293e-23
301,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,100000,0.32,5.931707403525331e-23
302,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,100000,0.5,7.042862984879021e-23
303,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,100000,0.68,8.220612018377053e-23
304,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,mu,100000,0.95,1.3012606457890437e-22
305,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,70,0.05,5.005838072688937e-25
306,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,70,0.32,7.222393394869947e-25
307,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,70,0.5,8.334986168664605e-25
308,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,70,0.68,9.594462841882516e-25
309,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,70,0.95,1.6042372345503191e-24
310,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,100,0.05,2.178158252567129e-25
311,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,100,0.32,3.1458836194695155e-25
312,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,100,0.5,3.733150817679921e-25
313,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,100,0.68,4.374837152328213e-25
314,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,100,0.95,6.746775845884366e-25
315,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,200,0.05,1.259913285592919e-25
316,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,200,0.32,1.8398742958518245e-25
317,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,200,0.5,2.1884319137509496e-25
318,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,200,0.68,2.5485290901030745e-25
319,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,200,0.95,3.874918268830814e-25
320,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,500,0.05,1.4175602548819592e-25
321,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,500,0.32,2.1062767058902755e-25
322,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,500,0.5,2.462690024879389e-25
323,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,500,0.68,2.8507072583029847e-25
324,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,500,0.95,4.282429559889824e-25
325,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,1000,0.05,1.6690418070290724e-25
326,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,1000,0.32,2.5109169258080605e-25
327,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,1000,0.5,2.9696220524246584e-25
328,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,1000,0.68,3.573932908888089e-25
329,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,1000,0.95,5.761547712515164e-25
330,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,5000,0.05,3.1941547183006205e-25
331,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,5000,0.32,5.082099514381954e-25
332,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,5000,0.5,6.062359623475677e-25
333,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,5000,0.68,7.0688005882187485e-25
334,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,5000,0.95,1.1699386976143487e-24
335,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,10000,0.05,5.6209026156863335e-25
336,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,10000,0.32,8.500252618317953e-25
337,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,10000,0.5,1.0189571669773208e-24
338,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,10000,0.68,1.1959551220633471e-24
339,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,10000,0.95,2.0735544382330672e-24
340,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,50000,0.05,2.6609735540026863e-24
341,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,50000,0.32,4.044172441803226e-24
342,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,50000,0.5,4.99353947987155e-24
343,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,50000,0.68,5.84703587585747e-24
344,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,50000,0.95,9.90997439306636e-24
345,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,100000,0.05,7.244323552588136e-24
346,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,100000,0.32,1.095033085881408e-23
347,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,100000,0.5,1.3133609216111505e-23
348,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,100000,0.68,1.560323759906092e-23
349,UMaII,UMi,DraI,CBe,Wil1,Scl,RetII,SgrII,Einasto,tau,100000,0.95,2.669798886026212e-23
